id,work,text_type,excluded?,repo_id,shelfmark,notes,citation,support,length,numbered_by,,,blank,binding,fragment?,,,dating,cent_begin,cent_end,year_begin,year_end,origin_country,origin_place,provenance,intials,timestamp,,,lk_entry,sm_alpha_part,sm_num_part,sm_suffix,sm_joined,lk_pages,references,locale_opinions
815,Comm.Cant.,,,104,233,,"Utrecht, Universiteitsbibliotheek, 233",,fols. 58-112,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 12:10:49,1,0,"Utrecht, Universiteitsbibliotheek, 233 (s. xv).",,233,,233,69,,
816,Comm.Cant.,,,108,Canalda 224; 2,,"Valencia, Archivo Biblioteca Catedralicio, Canalda 224; 2",,fols. 49-159,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:35:03,1,0,"Valencia, Archivo Biblioteca Catedralicio, Canalda 224; 2 (s. xiv).",Canalda 224;,2,,Canalda 224; 2,69,,
818,Comm.Cant.,,,109,Pal. lat. 285,,"Vatican City, Vatican Library, Pal. lat. 285",,,,,,,,,9,22,s. ix (1),9,9,801,850,Germany,Lorsch,,,7/20/2012 14:35:03,1,0,"Vatican City, Vatican Library, Pal. lat. 285 (s. ix1, Lorsch).",Pal. lat.,285,,Pal. lat. 285,69,"Bischoff, Kat., [vol. 3].",Germany; Lorsch; Lorsch
820,Comm.Cant.,,,100,Q. 66,,"Worcester, Cathedral Library, Q. 66",,,folios,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:13:30,1,0,"Worcester, Cathedral Library, Q. 66 (s. xii).",Q.,66,,Q. 66,69,,
821,Comm.Cant.,,,102,101,,"Zwettl, Stiftsbibliothek, 101",,"fols., 1-92v",,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 12:10:49,1,0,"Zwettl, Stiftsbibliothek, 101 (s. xiii).",,101,,101,69,,
824,Comm.Cant.,Exc.,,149,830,,"Cambrai, Bibliothèque municipale, 830",,fols. 107-110,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Cambrai, Bibliothèque municipale, 830 (s. xii).",,830,,830,70,,St Sepulcre
826,Comm.Cant.,,,41,27486,"Rubric asserts the dedicatory letter of CTe is addressed to Nothhelm, not Acca.","San Marino, Huntington Library, 27486",parchment,100,folios,,,,,,14,79,s. xiv,14,14,1301,1400,UK (England),"Englalnd, probably Yorkshire",,,7/20/2012 12:10:49,4,0,"San Marino, Huntington Library, 27486 (s. xiv, Englalnd, probably Yorkshire).",,27486,,27486,"70, 78, 103, 120",,"UK (England); Englalnd, probably Yorkshire; English; English; English"
827,Tabern.,,,1,348,,"Admont, Stiftsbibliothek, 348",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,2,0,"Admont, Stiftsbibliothek, 348 (s. xii).",,348,,348,"71, 78",,
828,Tabern.,,,9,347,,"Arras, Bibliothèque municipale, 347",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 12:10:49,1,0,"Arras, Bibliothèque municipale, 347 (s. xiii).",,347,,347,71,,St Vaast
830,Tabern.,,,19,B. V. 29,,"Bamberg, Staatsbibliothek, B. V. 29",,fols. 43-153,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 14:35:03,1,0,"Bamberg, Staatsbibliothek, B. V. 29 (s. xv).",B. V.,29,,B. V. 29,71,,"Capuchins, Bamberg"
831,Tabern.,,True,25,Hamilton 132,"Listed by Laistner as containing CTa, but text is not present. Did Laistner and King misread Lindsay’s Notae Latinae?","Berlin, Staatsbibliothek Preußischer Kulturbesitz, Hamilton 132",,,,,,,,,9,22,s. ix (1),9,9,801,850,France,Corbie,,,11/28/2014 22:50:28,1,,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Hamilton 132 (s. ix1, Corbie).",Hamilton,132,,Hamilton 132,71,,France; Corbie; N. France
832,Tabern.,,,32,17,,"Boulogne-sur-mer, Bibliothèque municipale, 17",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 12:10:49,1,0,"Boulogne-sur-mer, Bibliothèque municipale, 17 (s. xi).",,17,,17,71,,St Vaast
833,Tabern.,,,32,18 (22),,"Boulogne-sur-mer, Bibliothèque municipale, 18 (22)",,,,,,,,,10,21,s. ix (1/3),9,9,801,833,France,St. Bertin,,,11/28/2014 10:49:30,1,0,"Boulogne-sur-mer, Bibliothèque municipale, 18 (22) (s. ix1/3, St. Bertin).",,18,(22),18 (22),71,"Bischoff, Kat., no. 660.",France; St. Bertin; St Bertin
834,Tabern.,,,35,1363,,"Brussels, Bibliothèque royale de Belgique, 1363",,fols. iv-115,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 12:10:49,1,0,"Brussels, Bibliothèque royale de Belgique, 1363 (s. xiii).",,1363,,1363,71,,Aulne in Hainault
835,Tabern.,,,35,1517,,"Brussels, Bibliothèque royale de Belgique, 1517",,fols. 1-93v,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,2,0,"Brussels, Bibliothèque royale de Belgique, 1517 (s. xii).",,1517,,1517,"71, 75",,Gembloux; Gembloux
838,Tabern.,,,136,114 (183),,"Cambridge, Gonville and Caius College, 114 (183)",,,,,,,,,1415,79,s. xiv,14,15,1301,1500,,,,,7/20/2012 14:13:17,1,0,"Cambridge, Gonville and Caius College, 114 (183) (s. xiv).",,114,(183),114 (183),71,,
839,Tabern.,,,51,327,,"Douai, Bibliothèque municipale, 327",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Douai, Bibliothèque municipale, 327 (s. xii).",,327,,327,71,,Anchin
840,Tabern.,,,51,328,,"Douai, Bibliothèque municipale, 328",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 12:10:49,1,0,"Douai, Bibliothèque municipale, 328 (s. xi).",,328,,328,71,,Marchiennes
841,Tabern.,,,132,127,,"Einsiedeln, Stiftsbibliothek, 127",,fols. 34-134,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,2,0,"Einsiedeln, Stiftsbibliothek, 127 (s. xii).",,127,,127,"71, 76",,
844,Tabern.,,,58,225,,"Heiligenkreuz, Stiftsbibliothek, 225",,fols. 1-66v,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Heiligenkreuz, Stiftsbibliothek, 225 (s. xii).",,225,,225,71,,
845,Tabern.,,,135,Aug. perg. 188,,"Karlsruhe, Badische Landesbibliothek, Aug. perg. 188",,,,,,,,,9,19,s. ix,9,9,801,900,Germany,Reichenau,,,11/28/2014 10:49:15,1,0,"Karlsruhe, Badische Landesbibliothek, Aug. perg. 188 (s. ix, Reichenau).",Aug. perg.,188,,Aug. perg. 188,71,"Bischoff, Kat., no. 1689.",Germany; Reichenau; Reichenau
846,Tabern.,,,61,245,,"Klosterneuburg, Stiftsbibliothek, 245",,fols. 1-69v,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Klosterneuburg, Stiftsbibliothek, 245 (s. xii).",,245,,245,72,,
847,Tabern.,,,62,350,,"Leipzig, Universitätsbibliothek, 350",,fols. 1-64,,,,,,,1213,66,s. xii-xiii,12,13,1176,1225,,,,,7/20/2012 12:10:49,1,0,"Leipzig, Universitätsbibliothek, 350 (s. xii-xiii).",,350,,350,72,,Altzelle
848,Tabern.,,,63,BPL 112,,"Leiden, Bibliotheek der Rijksuniversiteit, BPL 112",,,,,,,,,,,,,,,,,,,,7/20/2012 14:26:52,1,0,"Leiden, Bibliotheek der Rijksuniversiteit, BPL 112 ().",BPL,112,,BPL 112,72,,
849,Tabern.,,,63,Voss. lat. F. 104,,"Leiden, Bibliotheek der Rijksuniversiteit, Voss. lat. F. 104",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/25/2012 14:07:45,1,0,"Leiden, Bibliotheek der Rijksuniversiteit, Voss. lat. F. 104 (s. xii).",Voss. lat. F.,104,,Voss. lat. F. 104,72,,French or Belgian
850,Tabern.,,,179,83,,"Lilienfeld, Stiftsbibliothek, 83",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 12:10:49,1,0,"Lilienfeld, Stiftsbibliothek, 83 (s. xiii).",,83,,83,72,,
851,Tabern.,,,10,Royal 5. F. vi,,"London, British Library, Royal 5. F. vi",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/24/2012 18:58:18,1,0,"London, British Library, Royal 5. F. vi (s. xii).",Royal,5,F. vi,Royal 5. F. vi,72,,
852,Tabern.,,,83,192,,"Manchester, John Rylands University Library, 192",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 12:10:49,1,0,"Manchester, John Rylands University Library, 192 (s. xiii).",,192,,192,72,,
853,Tabern.,,,193,242,,"Metz, Bibliothèque municipale, 242",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 12:10:49,1,0,"Metz, Bibliothèque municipale, 242 (s. xi).",,242,,242,72,,St Arnulf
855,Tabern.,,,67,Clm 6320,,"Munich, Bayerische Staatsbibliothek, Clm 6320",,,,,,,,,9,19,s. ix,9,9,801,900,Germany,Freising,,,11/28/2014 10:48:44,1,0,"Munich, Bayerische Staatsbibliothek, Clm 6320 (s. ix, Freising).",Clm,6320,,Clm 6320,72,,Germany; Freising; Freising
857,Tabern.,,,67,Clm 14390,,"Munich, Bayerische Staatsbibliothek, Clm 14390",,,,,,,,,9,19,s. ix,9,9,801,900,Germany,St. Emmeram,St. Emmeram,,11/28/2014 10:48:25,1,0,"Munich, Bayerische Staatsbibliothek, Clm 14390 (s. ix, St. Emmeram).",Clm,14390,,Clm 14390,72,"Bischoff, Kat., no. 3173.",Germany; St. Emmeram; St. Emmeram; St Emmerarn
860,Tabern.,,,197,63,,"Orléans, Bibliothèque municipale, 63",,fols. 3-132,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Orléans, Bibliothèque municipale, 63 (s. xii).",,63,,63,72,,Fleury
861,Tabern.,,,70,Bodley 385 (SC 2210),,"Oxford, Bodleian Library, Bodley 385 (SC 2210)",parchment,,,,,,,,11,54,s. xi-xii,11,12,1076,1125,,"Low Countries or NE France, prov. Canterbury",Christ Church,,7/21/2012 9:33:36,1,0,"Oxford, Bodleian Library, Bodley 385 (SC 2210) (s. xi-xii, Low Countries or NE France, prov. Canterbury).",Bodley,385,(SC 2210),Bodley 385 (SC 2210),72,"Gneuss, Handlist, no. 571.","Low Countries or NE France, prov. Canterbury; Christ Church; Christ Church, Canterbury"
862,Tabern.,,,70,Bodley 447 (SC 2680),,"Oxford, Bodleian Library, Bodley 447 (SC 2680)",parchment,,,,,,,,12,54,s. xi-xii,11,12,1076,1125,,,,,7/21/2012 9:34:07,1,0,"Oxford, Bodleian Library, Bodley 447 (SC 2680) (s. xi-xii).",Bodley,447,(SC 2680),Bodley 447 (SC 2680),72,"Gneuss, Handlist, no. 578.5.",English
863,Tabern.,,,70,Bodley 479 (SC 2013),,"Oxford, Bodleian Library, Bodley 479 (SC 2013)",parchment,,,,,,,,12,54,s. xi-xii or xii (1),11,12,1076,1150,,"England or France, prov. Exeter",,,7/21/2012 9:34:25,1,0,"Oxford, Bodleian Library, Bodley 479 (SC 2013) (s. xi-xii, England or France, prov. Exeter).",Bodley,479,(SC 2013),Bodley 479 (SC 2013),72,"Gneuss, Handlist, no. 580.","England or France, prov. Exeter; Exeter"
864,Tabern.,,,74,115,,"Oxford, Christ Church, 115",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Oxford, Christ Church, 115 (s. xii).",,115,,115,72,,St Albans
865,Tabern.,,,126,47,,"Oxford, Jesus College, 47",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Oxford, Jesus College, 47 (s. xii).",,47,,47,72,,Pershore
866,Tabern.,,,126,51,,"Oxford, Jesus College, 51",,,,,,,,,12,65,s. xii (ex),12,12,1176,1200,,,,,7/20/2012 12:10:49,1,0,"Oxford, Jesus College, 51 (s. xiiex).",,51,,51,73,,
867,Tabern.,,,126,52,,"Oxford, Jesus College, 52",,,,,,,,,12,60,s. xii (med),12,12,1126,1175,,,,,7/20/2012 12:10:49,2,0,"Oxford, Jesus College, 52 (s. xiimed).",,52,,52,"73, 76",,Cirencester; Cirencester
868,Tabern.,,,76,31,,"Oxford, Magdalen College, 31",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Oxford, Magdalen College, 31 (s. xii).",,31,,31,73,,
870,Tabern.,,,198,41,,"Oxford, Oriel College, 41",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 12:10:49,2,0,"Oxford, Oriel College, 41 (s. xv).",,41,,41,"73, 76",,
871,Tabern.,,,199,28,,"Oxford, Trinity College, 28",parchment,,,,,,,,11,52,s. xi (3/3),11,11,1067,1100,,,Winchester Old Minster,,7/20/2012 12:10:49,1,0,"Oxford, Trinity College, 28 (s. xi3/3).",,28,,28,73,"Gneuss, Handlist, no. 690.",Winchester Old Minster; Winchester
872,Tabern.,,,81,lat. 1970,,"Paris, Bibliothèque nationale de France, lat. 1970",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 14:26:52,1,0,"Paris, Bibliothèque nationale de France, lat. 1970 (s. xi).",lat.,1970,,lat. 1970,73,,
873,Tabern.,,,81,lat. 2280,,"Paris, Bibliothèque nationale de France, lat. 2280",,,,,,,,,9,19,s. ix,9,9,801,900,,,,,7/20/2012 14:33:17,1,0,"Paris, Bibliothèque nationale de France, lat. 2280 (s. ix).",lat.,2280,,lat. 2280,73,,
877,Tabern.,,,81,lat. 2842,,"Paris, Bibliothèque nationale de France, lat. 2842",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 14:13:26,2,0,"Paris, Bibliothèque nationale de France, lat. 2842 (s. xiii).",lat.,2842,,lat. 2842,"73, 77",,
879,Tabern.,,,81,lat. 7730,,"Paris, Bibliothèque nationale de France, lat. 7730",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 14:26:52,1,0,"Paris, Bibliothèque nationale de France, lat. 7730 (s. xi).",lat.,7730,,lat. 7730,73,,
880,Tabern.,,,81,lat. 12122,,"Paris, Bibliothèque nationale de France, lat. 12122",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/25/2012 14:09:07,1,0,"Paris, Bibliothèque nationale de France, lat. 12122 (s. xii).",lat.,12122,,lat. 12122,73,,St Germain
881,Tabern.,,,81,Nouv. acq. 558,,"Paris, Bibliothèque nationale de France, Nouv. acq. 558",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:35:03,2,0,"Paris, Bibliothèque nationale de France, Nouv. acq. 558 (s. xii).",Nouv. acq.,558,,Nouv. acq. 558,"73, 77",,
882,Tabern.,,,89,437,,"Reims, Bibliothèque municipale, 437",,fols. 1-105v,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Reims, Bibliothèque municipale, 437 (s. xii).",,437,,437,73,,St Thierry
884,Tabern.,,,93,456,,"Rouen, Bibliothèque municipale, 456",,fols. 137-165,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 12:10:49,1,0,"Rouen, Bibliothèque municipale, 456 (s. xi).",,456,,456,73,,St Èvroult
885,Tabern.,,,211,165,,"Salisbury, Cathedral Library, 165",parchment,178,,,,,,,12,53,s. xi (ex),11,11,1076,1100,UK (England),Salisbury,,,7/20/2012 12:10:49,1,0,"Salisbury, Cathedral Library, 165 (s. xiex, Salisbury).",,165,,165,73,"Gneuss, Handlist, no. 749-749.5.",UK (England); Salisbury
887,Tabern.,,,130,Theol. 4° 250,,"Stuttgart, Württembergische Landesbibliothek, Theol. 4° 250",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:35:03,1,0,"Stuttgart, Württembergische Landesbibliothek, Theol. 4° 250 (s. xii).",Theol. 4°,250,,Theol. 4° 250,74,,Zwiefalten
888,Tabern.,,,201,335,,"Tours, Bibliothèque municipale, 335",,,,,,,,,9,29,s. ix (ex),9,9,876,900,France,Tours,St. Martin,,11/28/2014 10:46:10,1,0,"Tours, Bibliothèque municipale, 335 (s. ixex, Tours).",,335,,335,74,"Bischoff, Kat., [vol. 3].",France; Tours; St. Martin; St Martin
889,Tabern.,,,185,1144,,"Troyes, Bibliothèque municipale, 1144",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Troyes, Bibliothèque municipale, 1144 (s. xii).",,1144,,1144,74,,Clairvaux
891,Tabern.,,,109,Vat. lat. 636,,"Vatican City, Vatican Library, Vat. lat. 636",,,,,,,,,1213,66,s. xii-xiii,12,13,1176,1225,,,,,7/20/2012 14:35:03,4,0,"Vatican City, Vatican Library, Vat. lat. 636 (s. xii-xiii).",Vat. lat.,636,,Vat. lat. 636,"74, 85, 111, 128",,
893,Tabern.,,,94,lat. 749,,"Vienna, Österreichische Nationalbibliothek, lat. 749",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:26:52,1,0,"Vienna, Österreichische Nationalbibliothek, lat. 749 (s. xii).",lat.,749,,lat. 749,74,,
894,Tabern.,,,102,244,,"Zwettl, Stiftsbibliothek, 244",,fols. 24-103v,,,,,,,1213,55,s. xii,12,13,1101,1300,,,,,7/20/2012 12:10:49,1,0,"Zwettl, Stiftsbibliothek, 244 (s. xii).",,244,,244,74,,
895,Tabern.,Exc.,,26,702,,"Bern, Burgerbibliothek, 702",,fols. 72-73v,,,,,,,1214,55,s. xii,12,14,1101,1400,,,,,7/20/2012 12:10:49,1,0,"Bern, Burgerbibliothek, 702 (s. xii).",,702,,702,74,,
896,Tabern.,Exc.,,49,1434,,"Cambridge, Trinity College, 1434",,fol. 1077,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Cambridge, Trinity College, 1434 (s. xii).",,1434,,1434,74,,
897,Tabern.,Exc.,,61,757,,"Klosterneuburg, Stiftsbibliothek, 757",,,,,,,,,,,,,,,,,,,,7/20/2012 12:10:49,1,0,"Klosterneuburg, Stiftsbibliothek, 757 ().",,757,,757,74,,
898,Tabern.,Exc.,,10,Add. 38817 (Phillipps 25402),,"London, British Library, Add. 38817 (Phillipps 25402)",,fol. 2,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/21/2012 9:48:21,2,0,"London, British Library, Add. 38817 (Phillipps 25402) (s. xii).",Add.,38817,(Phillipps 25402),Add. 38817 (Phillipps 25402),"74, 97",,Kirkham; Kirkham
899,Tabern.,Exc.,,10,Harley 106,,"London, British Library, Harley 106",,fol. 32,,,,,,,,,,,,,,,,,,7/20/2012 14:07:27,1,0,"London, British Library, Harley 106 ().",Harley,106,,Harley 106,74,,
900,Tabern.,Exc.,,10,Harley 511,,"London, British Library, Harley 511",,fol. 11,,,,,,,,,,,,,,,,,,7/20/2012 14:13:21,1,0,"London, British Library, Harley 511 ().",Harley,511,,Harley 511,74,,
901,Tabern.,Exc.,,10,Royal 5. E. v,,"London, British Library, Royal 5. E. v",,fol. 18,,,,,,,12,58,s. xii (1),12,12,1101,1150,,,,,7/21/2012 9:36:22,1,0,"London, British Library, Royal 5. E. v (s. xii1).",Royal,5,E. v,Royal 5. E. v,74,,
902,Tabern.,Exc.,,130,Theol. 2° 218,,"Stuttgart, Württembergische Landesbibliothek, Theol. 2° 218",,,folios,,,,,,1112,54,s. xi-xii,11,12,1076,1125,,,,,7/25/2012 14:32:40,1,0,"Stuttgart, Württembergische Landesbibliothek, Theol. 2° 218 (s. xi-xii).",Theol. 2°,218,,Theol. 2° 218,74,,Zwiefalten
903,Tabern.,,,97,Cod. 1869 (olim 398; H 9),,"Melk, Stiftsbibliothek, Cod. 1869 (olim 398; H 9)",,310,,,,,,,,91,s. xv,15,15,1401,1500,,,,JW,7/24/2012 18:54:51,1,0,"Melk, Stiftsbibliothek, Cod. 1869 (olim 398; H 9) (s. xv).",Cod.,1869,(olim 398; H 9),Cod. 1869 (olim 398; H 9),74,,
904,Templ.,,,7,226,,"Amiens, Bibliothèque municipale, 226",,fols. 27v-69,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 12:10:49,1,0,"Amiens, Bibliothèque municipale, 226 (s. xiii).",,226,,226,75,,Selincourt
905,Templ.,,,15,14,,"Auxerre, Bibliothèque municipale, 14",,fols. 1-35v,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,2,0,"Auxerre, Bibliothèque municipale, 14 (s. xii).",,14,,14,"75, 148",,Pontigny; Pontigny
911,Templ.,,,50,68,,"Dijon, Bibliothèque municipale, 68",,fols. 107-144,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Dijon, Bibliothèque municipale, 68 (s. xii).",,68,,68,75,,Cîteaux
912,Templ.,,,51,329,,"Douai, Bibliothèque municipale, 329",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,2,0,"Douai, Bibliothèque municipale, 329 (s. xii).",,329,,329,"75, 79",,Anchin; Anchin
913,Templ.,,,51,330,,"Douai, Bibliothèque municipale, 330",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 12:10:49,3,0,"Douai, Bibliothèque municipale, 330 (s. xiii).",,330,,330,"75, 79, 158",,Anchin; Anchin; Anchin
918,Templ.,,,62,351,,"Leipzig, Universitätsbibliothek, 351",,fols. 2-45,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 12:10:49,1,0,"Leipzig, Universitätsbibliothek, 351 (s. xiii).",,351,,351,76,,Altzelle
922,Templ.,,,83,337 (Phillipps 460),,"Manchester, John Rylands University Library, 337 (Phillipps 460)",,,,,,,,,1214,55,s. xii,12,14,1101,1400,,,,,7/20/2012 14:35:03,1,0,"Manchester, John Rylands University Library, 337 (Phillipps 460) (s. xii).",,337,(Phillipps 460),337 (Phillipps 460),76,,French
924,Templ.,,,194,2 (2/225 A),,"Mons, Bibliothèque municipale, 2 (2/225 A)",,fols. 2-69,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:35:03,1,0,"Mons, Bibliothèque municipale, 2 (2/225 A) (s. xii).",,2,(2/225 A),2 (2/225 A),76,,
925,Templ.,,,194,634 (234/202),,"Mons, Bibliothèque municipale, 634 (234/202)",,fols. 96-139,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 14:13:22,1,0,"Mons, Bibliothèque municipale, 634 (234/202) (s. xiii).",,634,(234/202),634 (234/202),76,,
928,Templ.,,,70,Laud. Misc. 257,,"Oxford, Bodleian Library, Laud. Misc. 257",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 14:35:03,1,0,"Oxford, Bodleian Library, Laud. Misc. 257 (s. xiii).",Laud. Misc.,257,,Laud. Misc. 257,76,,
929,Templ.,,,70,Laud. Misc. 510,,"Oxford, Bodleian Library, Laud. Misc. 510",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 14:35:03,1,0,"Oxford, Bodleian Library, Laud. Misc. 510 (s. xi).",Laud. Misc.,510,,Laud. Misc. 510,76,,Eberbach
937,Templ.,,,81,lat. 10618,,"Paris, Bibliothèque nationale de France, lat. 10618",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 14:13:25,1,0,"Paris, Bibliothèque nationale de France, lat. 10618 (s. xi).",lat.,10618,,lat. 10618,77,,
938,Templ.,,,81,lat. 11997,,"Paris, Bibliothèque nationale de France, lat. 11997",,,folios,,,,,,9,19,s. ix,9,9,801,900,,,,,7/20/2012 14:13:25,1,0,"Paris, Bibliothèque nationale de France, lat. 11997 (s. ix).",lat.,11997,,lat. 11997,77,,St Germain
941,Templ.,,,218,125 (2701),Erroneously listed as “Klosterbibliothek” in LK. MS K in Hurst’s ed. (CCSL 119A: 141-234).,"Pommersfelden, Gräflich Schönbornsche Bibliothek, 125 (2701)",parchment,,folios,,,,,,9,19,s. ix,9,9,801,900,Germany,"Erfurt, Peterskloster OSB",,,7/20/2012 14:13:27,1,0,"Pommersfelden, Gräflich Schönbornsche Bibliothek, 125 (2701) (s. ix, Erfurt, Peterskloster OSB).",,125,(2701),125 (2701),77,"Bischoff, Kat., [vol. 3].","Germany; Erfurt, Peterskloster OSB; Erfurt, Peterskloster (OSB)"
944,Templ.,,,185,422,,"Troyes, Bibliothèque municipale, 422",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,2,0,"Troyes, Bibliothèque municipale, 422 (s. xii).",,422,,422,"77, 150",,Clairvaux; Clairvaux
947,Templ.,,,222,63,,"Verdun, Bilbiothèque municipale de Verdun, 63",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Verdun, Bilbiothèque municipale de Verdun, 63 (s. xii).",,63,,63,77,,
948,Templ.,,,99,Helmst. 480,,"Wolfenbüttel, Herzog-August-Bibliothek, Helmst. 480",,25v-87,,,,,,,,,,,,,,,,,,7/20/2012 14:13:30,1,0,"Wolfenbüttel, Herzog-August-Bibliothek, Helmst. 480 ().",Helmst.,480,,Helmst. 480,77,,
949,Templ.,,,59,O. 9. 7,,"Hereford, Cathedral Library, O. 9. 7",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 14:35:03,1,0,"Hereford, Cathedral Library, O. 9. 7 (s. xiii).",O. 9.,7,,O. 9. 7,77,,
953,Comm.Tob.,,,5,16,,"Alençon, Bibliothèque municipale, 16",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Alençon, Bibliothèque municipale, 16 (s. xii).",,16,,16,78,,St Évroult
954,Comm.Tob.,,,5,26,,"Alençon, Bibliothèque municipale, 26",,,,,,,,,12,58,s. xii (1),12,12,1101,1150,,,,,7/20/2012 12:10:49,1,0,"Alençon, Bibliothèque municipale, 26 (s. xii1).",,26,,26,78,,St Évroult
957,Comm.Tob.,,,8,292,,"Angers, Bibliothèque municipale, 292",,fols. 1837-198,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Angers, Bibliothèque municipale, 292 (s. xii).",,292,,292,79,,St Aubin
963,Comm.Tob.,,,149,466,,"Cambrai, Bibliothèque municipale, 466",,fols. 94-97v,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Cambrai, Bibliothèque municipale, 466 (s. xii).",,466,,466,79,,Cateau-Cambrésis
965,Comm.Tob.,,True,140,24 (II 4),"Excluded by Ker 1947.  Text is William de Monte, not Bede.","Cambridge, Trinity Hall, 24 (II 4)",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,JW,7/20/2012 14:35:03,1,,"Cambridge, Trinity Hall, 24 (II 4) (s. xii).",,24,(II 4),24 (II 4),79,Ker 1947.,
967,Comm.Tob.,,,50,140,,"Dijon, Bibliothèque municipale, 140",,fols. 67-71v,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Dijon, Bibliothèque municipale, 140 (s. xii).",,140,,140,79,,Cíteaux
